transaction_id,customer_id,visit_datetime,items,total_spend
TX-003227,CUST-077,2025-10-01 12:16:40,Croissant | Americano,7.0
TX-003228,CUST-020,2025-10-01 16:29:20,Pasta | Muffin | Salad,23.0
TX-003229,CUST-087,2025-10-01 17:06:23,Latte | Breakfast Sandwich | Croissant | Drip Coffee,17.5
TX-003230,CUST-068,2025-10-01 19:06:29,Pasta | Tea,14.0
TX-003231,CUST-014,2025-10-02 01:03:50,Breakfast Sandwich | Drip Coffee | Salad,17.5
TX-003232,CUST-036,2025-10-02 02:07:23,Americano | Cake Slice | Muffin,12.0
TX-003233,CUST-030,2025-10-02 02:08:36,Latte | Cake Slice | Salad,18.5
TX-003234,CUST-059,2025-10-02 03:41:40,Tea | Latte,7.5
TX-003235,CUST-095,2025-10-02 07:18:00,Salad | Breakfast Sandwich | Cake Slice,20.5
TX-003236,CUST-019,2025-10-02 07:47:37,Salad | Latte | Breakfast Sandwich,19.5
TX-003237,CUST-018,2025-10-02 10:02:17,Breakfast Sandwich | Latte | Cake Slice | Muffin,20.0
TX-003238,CUST-046,2025-10-02 12:22:39,Tea | Croissant,7.0
TX-003239,CUST-004,2025-10-02 14:28:11,Breakfast Sandwich | Americano | Pasta | Tea | Latte,28.0
TX-003240,CUST-051,2025-10-02 15:23:21,Croissant | Drip Coffee,6.5
TX-003241,CUST-048,2025-10-02 15:54:26,Drip Coffee | Muffin,6.0
TX-003242,CUST-038,2025-10-02 16:05:27,Cake Slice | Latte | Salad | Drip Coffee | Muffin,24.5
TX-003243,CUST-033,2025-10-02 19:29:45,Breakfast Sandwich | Croissant | Latte,15.0
TX-003244,CUST-036,2025-10-02 22:34:05,Drip Coffee | Salad | Latte | Breakfast Sandwich,22.0
TX-003245,CUST-015,2025-10-03 02:19:13,Latte | Breakfast Sandwich | Cake Slice,16.5
TX-003246,CUST-097,2025-10-03 02:23:44,Breakfast Sandwich | Latte | Pasta | Cake Slice,27.5
TX-003247,CUST-069,2025-10-03 05:37:12,Tea,3.0
TX-003248,CUST-058,2025-10-03 07:57:08,Tea | Americano,6.0
TX-003249,CUST-043,2025-10-03 09:53:33,Drip Coffee | Tea,5.5
TX-003250,CUST-050,2025-10-03 10:11:13,Tea,3.0
TX-003251,CUST-032,2025-10-03 10:38:15,Americano | Salad | Breakfast Sandwich | Croissant,22.0
TX-003252,CUST-005,2025-10-03 11:46:38,Drip Coffee | Latte | Breakfast Sandwich | Salad,22.0
TX-003253,CUST-089,2025-10-03 12:31:36,Salad | Tea | Cake Slice | Latte,21.5
TX-003254,CUST-062,2025-10-03 12:54:37,Americano,3.0
TX-003255,CUST-069,2025-10-03 18:27:27,Muffin | Tea,6.5
TX-003256,CUST-029,2025-10-03 20:35:26,Salad | Latte | Pasta | Breakfast Sandwich,30.5
TX-003257,CUST-002,2025-10-04 01:16:28,Drip Coffee | Americano | Breakfast Sandwich | Pasta | Salad,31.5
TX-003258,CUST-064,2025-10-04 02:07:07,Americano,3.0
TX-003259,CUST-021,2025-10-04 05:53:59,Breakfast Sandwich | Pasta | Tea,20.5
TX-003260,CUST-012,2025-10-04 06:21:40,Croissant | Latte | Salad,17.0
TX-003261,CUST-028,2025-10-04 07:00:36,Drip Coffee | Breakfast Sandwich | Croissant,13.0
TX-003262,CUST-097,2025-10-04 09:08:00,Salad | Americano | Croissant | Cake Slice,21.0
TX-003263,CUST-001,2025-10-04 11:16:28,Cake Slice | Pasta | Breakfast Sandwich | Latte,27.5
TX-003264,CUST-108,2025-10-04 12:57:36,Latte | Cake Slice,10.0
TX-003265,CUST-005,2025-10-04 13:19:16,Cake Slice | Americano | Pasta | Croissant | Latte,28.0
TX-003266,CUST-059,2025-10-04 15:09:20,Muffin,3.5
TX-003267,CUST-005,2025-10-04 16:01:37,Latte | Breakfast Sandwich | Muffin,14.5
TX-003268,CUST-021,2025-10-04 17:48:04,Croissant | Breakfast Sandwich | Drip Coffee | Muffin,16.5
TX-003269,CUST-006,2025-10-04 18:37:44,Muffin | Salad | Latte,16.5
TX-003270,CUST-046,2025-10-04 18:56:56,Tea,3.0
TX-003271,CUST-011,2025-10-04 21:11:41,Americano | Pasta | Latte,18.5
TX-003272,CUST-055,2025-10-04 22:24:43,Latte,4.5
TX-003273,CUST-057,2025-10-05 02:59:45,Drip Coffee,2.5
TX-003274,CUST-001,2025-10-05 03:08:01,Drip Coffee | Americano | Salad | Breakfast Sandwich,20.5
TX-003275,CUST-066,2025-10-05 13:31:02,Muffin,3.5
TX-003276,CUST-074,2025-10-05 13:39:11,Drip Coffee | Tea,5.5
TX-003277,CUST-001,2025-10-05 13:58:52,Muffin | Latte | Cake Slice | Salad | Croissant,26.0
TX-003278,CUST-048,2025-10-05 15:16:40,Drip Coffee | Croissant,6.5
TX-003279,CUST-084,2025-10-05 15:41:00,Muffin | Latte | Cake Slice,13.5
TX-003280,CUST-035,2025-10-05 16:16:23,Croissant | Drip Coffee | Americano | Cake Slice,15.0
TX-003281,CUST-094,2025-10-05 17:58:10,Latte | Pasta,15.5
TX-003282,CUST-018,2025-10-05 18:28:52,Latte | Breakfast Sandwich | Pasta,22.0
TX-003283,CUST-010,2025-10-05 18:31:45,Salad | Breakfast Sandwich | Muffin | Latte | Tea,26.0
TX-003284,CUST-012,2025-10-05 20:39:54,Breakfast Sandwich | Drip Coffee | Latte,13.5
TX-003285,CUST-091,2025-10-05 22:03:17,Tea | Americano | Drip Coffee,8.5
TX-003286,CUST-017,2025-10-05 23:16:23,Cake Slice | Drip Coffee | Breakfast Sandwich,14.5
TX-003287,CUST-036,2025-10-06 02:14:59,Pasta | Latte | Muffin | Cake Slice | Croissant,28.5
TX-003288,CUST-047,2025-10-06 03:01:58,Tea,3.0
TX-003289,CUST-031,2025-10-06 03:22:26,Salad | Croissant | Muffin,16.0
TX-003290,CUST-107,2025-10-06 10:05:00,Salad | Croissant | Breakfast Sandwich,19.0
TX-003291,CUST-020,2025-10-06 13:02:21,Salad | Latte | Americano | Drip Coffee | Pasta,29.5
TX-003292,CUST-006,2025-10-06 13:52:04,Latte | Muffin | Americano | Cake Slice | Breakfast Sandwich,23.0
TX-003293,CUST-036,2025-10-06 14:36:57,Breakfast Sandwich | Croissant | Americano | Salad | Muffin,25.5
TX-003294,CUST-033,2025-10-06 18:39:05,Americano | Pasta | Drip Coffee | Cake Slice | Breakfast Sandwich,28.5
TX-003295,CUST-013,2025-10-06 20:03:29,Latte | Cake Slice | Breakfast Sandwich,16.5
TX-003296,CUST-016,2025-10-06 20:09:14,Cake Slice | Latte | Salad,18.5
TX-003297,CUST-070,2025-10-07 10:13:31,Drip Coffee,2.5
TX-003298,CUST-019,2025-10-07 13:48:42,Salad | Breakfast Sandwich | Latte,19.5
TX-003299,CUST-003,2025-10-07 14:12:36,Cake Slice | Croissant | Muffin | Pasta,24.0
TX-003300,CUST-033,2025-10-07 18:14:41,Croissant | Drip Coffee | Cake Slice | Pasta | Latte,27.5
TX-003301,CUST-037,2025-10-08 05:16:47,Cake Slice | Tea | Muffin,12.0
TX-003302,CUST-019,2025-10-08 06:39:17,Breakfast Sandwich | Salad | Cake Slice | Latte | Pasta,36.0
TX-003303,CUST-024,2025-10-08 07:40:55,Drip Coffee | Pasta | Breakfast Sandwich | Cake Slice,25.5
TX-003304,CUST-003,2025-10-08 07:43:33,Salad | Pasta | Breakfast Sandwich | Croissant | Muffin,33.5
TX-003305,CUST-104,2025-10-08 08:59:00,Drip Coffee | Americano | Tea | Salad,17.0
TX-003306,CUST-009,2025-10-08 10:36:14,Cake Slice | Latte | Breakfast Sandwich,16.5
TX-003307,CUST-002,2025-10-08 11:00:53,Drip Coffee | Muffin | Cake Slice | Salad,20.0
TX-003308,CUST-007,2025-10-08 13:23:01,Cake Slice | Breakfast Sandwich | Salad | Latte,25.0
TX-003309,CUST-020,2025-10-08 13:42:35,Latte | Croissant | Pasta | Drip Coffee,22.0
TX-003310,CUST-026,2025-10-08 14:18:27,Breakfast Sandwich | Pasta | Muffin | Croissant | Latte,29.5
TX-003311,CUST-003,2025-10-08 16:39:35,Muffin | Cake Slice | Latte | Americano | Salad,25.0
TX-003312,CUST-035,2025-10-08 18:27:00,Muffin | Americano | Cake Slice | Croissant,16.0
TX-003313,CUST-030,2025-10-08 19:10:32,Croissant | Breakfast Sandwich | Muffin | Cake Slice,19.5
TX-003314,CUST-061,2025-10-08 23:14:45,Drip Coffee,2.5
TX-003315,CUST-067,2025-10-08 23:56:45,Muffin | Drip Coffee,6.0
TX-003316,CUST-039,2025-10-09 00:54:07,Drip Coffee | Muffin,6.0
TX-003317,CUST-018,2025-10-09 01:19:41,Pasta | Salad | Cake Slice | Breakfast Sandwich,31.5
TX-003318,CUST-055,2025-10-09 07:04:28,Drip Coffee | Latte,7.0
TX-003319,CUST-012,2025-10-09 07:13:09,Latte | Americano | Tea | Salad | Croissant,23.0
TX-003320,CUST-056,2025-10-09 08:33:31,Tea,3.0
TX-003321,CUST-012,2025-10-09 08:53:57,Cake Slice | Latte | Salad | Americano,21.5
TX-003322,CUST-025,2025-10-09 10:03:08,Americano | Pasta | Salad | Croissant | Breakfast Sandwich,33.0
TX-003323,CUST-106,2025-10-09 10:31:00,Americano | Pasta | Breakfast Sandwich | Cake Slice,26.0
TX-003324,CUST-031,2025-10-09 16:30:44,Muffin | Drip Coffee | Breakfast Sandwich | Croissant | Cake Slice,22.0
TX-003325,CUST-025,2025-10-09 19:09:32,Drip Coffee | Breakfast Sandwich | Muffin | Americano,15.5
TX-003326,CUST-075,2025-10-09 20:26:32,Muffin,3.5
TX-003327,CUST-057,2025-10-09 23:39:32,Muffin,3.5
TX-003328,CUST-022,2025-10-10 00:55:23,Latte | Cake Slice | Drip Coffee | Americano,15.5
TX-003329,CUST-024,2025-10-10 04:04:40,Cake Slice | Salad | Breakfast Sandwich | Americano | Pasta,34.5
TX-003330,CUST-060,2025-10-10 05:58:55,Drip Coffee,2.5
TX-003331,CUST-034,2025-10-10 06:07:32,Muffin | Latte | Drip Coffee | Americano | Breakfast Sandwich,20.0
TX-003332,CUST-012,2025-10-10 06:19:21,Croissant | Latte | Muffin | Breakfast Sandwich,18.5
TX-003333,CUST-039,2025-10-10 06:21:23,Muffin,3.5
TX-003334,CUST-014,2025-10-10 07:47:13,Latte | Salad | Cake Slice,18.5
TX-003335,CUST-040,2025-10-10 09:36:29,Latte,4.5
TX-003336,CUST-030,2025-10-10 09:47:06,Breakfast Sandwich | Salad | Latte | Croissant | Muffin,27.0
TX-003337,CUST-024,2025-10-10 10:01:11,Drip Coffee | Croissant | Salad | Tea,18.0
TX-003338,CUST-011,2025-10-10 10:38:11,Muffin | Croissant | Breakfast Sandwich | Pasta,25.0
TX-003339,CUST-002,2025-10-10 11:51:13,Drip Coffee | Latte | Breakfast Sandwich | Pasta | Cake Slice,30.0
TX-003340,CUST-043,2025-10-10 13:40:03,Americano | Drip Coffee,5.5
TX-003341,CUST-024,2025-10-10 14:53:23,Croissant | Latte | Pasta | Salad | Breakfast Sandwich,34.5
TX-003342,CUST-043,2025-10-10 15:06:54,Muffin | Tea,6.5
TX-003343,CUST-027,2025-10-11 00:57:48,Latte | Cake Slice | Pasta | Breakfast Sandwich,27.5
TX-003344,CUST-011,2025-10-11 01:48:00,Breakfast Sandwich | Latte | Salad,19.5
TX-003345,CUST-008,2025-10-11 06:05:30,Latte | Cake Slice | Breakfast Sandwich | Americano,19.5
TX-003346,CUST-008,2025-10-11 08:53:22,Drip Coffee | Salad | Cake Slice | Muffin | Breakfast Sandwich,26.5
TX-003347,CUST-064,2025-10-11 15:21:20,Drip Coffee,2.5
TX-003348,CUST-080,2025-10-11 15:39:00,Drip Coffee | Croissant | Salad,15.0
TX-003349,CUST-113,2025-10-11 17:11:00,Cake Slice | Breakfast Sandwich,12.0
TX-003350,CUST-002,2025-10-11 17:32:25,Salad | Croissant | Muffin,16.0
TX-003351,CUST-001,2025-10-11 20:55:04,Latte | Breakfast Sandwich | Salad,19.5
TX-003352,CUST-024,2025-10-11 22:47:07,Cake Slice | Salad | Muffin,17.5
TX-003353,CUST-009,2025-10-11 22:58:22,Breakfast Sandwich | Croissant | Cake Slice | Latte,20.5
TX-003354,CUST-003,2025-10-12 03:16:48,Americano | Drip Coffee | Croissant,9.5
TX-003355,CUST-011,2025-10-12 08:10:58,Muffin | Pasta | Latte,19.0
TX-003356,CUST-026,2025-10-12 11:10:46,Cake Slice | Breakfast Sandwich | Tea,15.0
TX-003357,CUST-023,2025-10-12 13:34:33,Muffin | Americano | Breakfast Sandwich,13.0
TX-003358,CUST-073,2025-10-12 14:13:34,Latte,4.5
TX-003359,CUST-014,2025-10-12 20:07:54,Cake Slice | Breakfast Sandwich | Americano,15.0
TX-003360,CUST-024,2025-10-12 20:43:03,Drip Coffee | Breakfast Sandwich | Tea,12.0
TX-003361,CUST-019,2025-10-12 21:04:34,Latte | Breakfast Sandwich | Drip Coffee | Americano | Pasta,27.5
TX-003362,CUST-044,2025-10-12 22:30:42,Croissant,4.0
TX-003363,CUST-031,2025-10-12 22:30:59,Salad | Pasta | Croissant | Drip Coffee,26.0
TX-003364,CUST-001,2025-10-13 00:46:49,Latte | Muffin | Breakfast Sandwich | Salad,23.0
TX-003365,CUST-071,2025-10-13 02:14:04,Croissant | Cake Slice,9.5
TX-003366,CUST-053,2025-10-13 06:07:37,Croissant,4.0
TX-003367,CUST-049,2025-10-13 07:07:17,Latte,4.5
TX-003368,CUST-085,2025-10-13 11:56:09,Tea | Latte,7.5
TX-003369,CUST-032,2025-10-13 14:26:01,Cake Slice | Latte | Pasta,21.0
TX-003370,CUST-020,2025-10-13 19:41:18,Breakfast Sandwich | Latte | Americano | Drip Coffee,16.5
TX-003371,CUST-019,2025-10-14 00:34:47,Breakfast Sandwich | Muffin | Pasta | Croissant,25.0
TX-003372,CUST-059,2025-10-14 00:50:20,Drip Coffee,2.5
TX-003373,CUST-027,2025-10-14 04:23:07,Drip Coffee | Breakfast Sandwich | Latte | Salad,22.0
TX-003374,CUST-011,2025-10-14 06:04:17,Breakfast Sandwich | Pasta | Americano | Cake Slice | Drip Coffee,28.5
TX-003375,CUST-089,2025-10-14 11:25:32,Muffin | Pasta,14.5
TX-003376,CUST-059,2025-10-14 14:18:50,Croissant | Drip Coffee,6.5
TX-003377,CUST-001,2025-10-14 16:08:16,Drip Coffee | Cake Slice | Americano | Salad | Croissant,23.5
TX-003378,CUST-059,2025-10-14 16:19:44,Muffin,3.5
TX-003379,CUST-045,2025-10-14 18:28:20,Tea,3.0
TX-003380,CUST-005,2025-10-14 19:25:16,Latte | Breakfast Sandwich | Salad,19.5
TX-003381,CUST-013,2025-10-14 22:05:59,Muffin | Breakfast Sandwich | Croissant,14.0
TX-003382,CUST-082,2025-10-15 06:00:07,Muffin | Croissant | Tea,10.5
TX-003383,CUST-020,2025-10-15 06:21:40,Muffin | Drip Coffee | Croissant,10.0
TX-003384,CUST-044,2025-10-15 07:21:56,Latte,4.5
TX-003385,CUST-023,2025-10-15 08:30:16,Cake Slice | Drip Coffee | Americano | Breakfast Sandwich | Croissant,21.5
TX-003386,CUST-017,2025-10-15 11:21:03,Tea | Breakfast Sandwich | Drip Coffee,12.0
TX-003387,CUST-091,2025-10-15 11:49:00,Latte | Cake Slice,10.0
TX-003388,CUST-032,2025-10-15 12:15:48,Muffin | Latte | Salad | Americano | Croissant,23.5
TX-003389,CUST-077,2025-10-16 00:25:58,Tea,3.0
TX-003390,CUST-054,2025-10-16 03:08:36,Tea,3.0
TX-003391,CUST-024,2025-10-16 03:24:34,Latte | Breakfast Sandwich | Drip Coffee | Cake Slice,19.0
TX-003392,CUST-052,2025-10-16 04:54:43,Drip Coffee | Muffin,6.0
TX-003393,CUST-017,2025-10-16 05:36:48,Muffin | Croissant | Drip Coffee | Salad,18.5
TX-003394,CUST-027,2025-10-16 09:32:19,Americano | Drip Coffee | Croissant,9.5
TX-003395,CUST-007,2025-10-16 11:39:56,Cake Slice | Breakfast Sandwich | Salad,20.5
TX-003396,CUST-067,2025-10-16 14:41:24,Tea | Americano,6.0
TX-003397,CUST-052,2025-10-16 15:47:06,Tea,3.0
TX-003398,CUST-023,2025-10-16 16:00:30,Pasta | Cake Slice | Tea | Breakfast Sandwich | Croissant,30.0
TX-003399,CUST-030,2025-10-16 16:39:45,Croissant | Salad | Latte | Breakfast Sandwich | Americano,26.5
TX-003400,CUST-065,2025-10-16 17:00:31,Tea,3.0
TX-003401,CUST-020,2025-10-17 02:03:40,Salad | Croissant | Muffin,16.0
TX-003402,CUST-092,2025-10-17 02:49:49,Salad | Latte,13.0
TX-003403,CUST-050,2025-10-17 02:56:50,Croissant,4.0
TX-003404,CUST-053,2025-10-17 03:15:17,Drip Coffee | Muffin,6.0
TX-003405,CUST-034,2025-10-17 07:36:49,Pasta | Latte | Muffin,19.0
TX-003406,CUST-041,2025-10-17 08:33:10,Drip Coffee | Americano,5.5
TX-003407,CUST-008,2025-10-17 08:52:01,Drip Coffee | Breakfast Sandwich | Cake Slice | Americano | Salad,26.0
TX-003408,CUST-029,2025-10-17 09:20:20,Latte | Drip Coffee | Muffin | Breakfast Sandwich,17.0
TX-003409,CUST-069,2025-10-17 09:31:26,Muffin | Drip Coffee,6.0
TX-003410,CUST-035,2025-10-17 12:41:23,Cake Slice | Pasta | Muffin | Latte | Breakfast Sandwich,31.0
TX-003411,CUST-020,2025-10-17 13:38:26,Pasta | Breakfast Sandwich | Latte | Muffin | Croissant,29.5
TX-003412,CUST-090,2025-10-17 14:36:32,Breakfast Sandwich | Salad | Latte | Cake Slice,25.0
TX-003413,CUST-013,2025-10-17 16:31:53,Americano | Latte | Breakfast Sandwich,14.0
TX-003414,CUST-055,2025-10-17 21:58:39,Muffin | Drip Coffee,6.0
TX-003415,CUST-006,2025-10-17 22:06:54,Latte | Salad | Muffin,16.5
TX-003416,CUST-056,2025-10-18 05:20:36,Tea | Americano,6.0
TX-003417,CUST-072,2025-10-18 06:05:01,Americano,3.0
TX-003418,CUST-019,2025-10-18 06:09:40,Drip Coffee | Cake Slice | Pasta,19.0
TX-003419,CUST-063,2025-10-18 08:40:01,Americano | Latte,7.5
TX-003420,CUST-030,2025-10-18 08:55:28,Muffin | Pasta | Drip Coffee,17.0
TX-003421,CUST-007,2025-10-18 11:02:26,Pasta | Drip Coffee | Salad | Tea | Americano,28.0
TX-003422,CUST-059,2025-10-18 11:18:35,Tea | Croissant,7.0
TX-003423,CUST-099,2025-10-18 11:47:00,Cake Slice | Muffin | Breakfast Sandwich | Pasta,26.5
TX-003424,CUST-043,2025-10-18 14:40:45,Drip Coffee | Tea,5.5
TX-003425,CUST-006,2025-10-18 17:27:11,Breakfast Sandwich | Pasta | Salad | Americano | Latte,33.5
TX-003426,CUST-059,2025-10-18 19:38:07,Muffin,3.5
TX-003427,CUST-034,2025-10-18 20:35:41,Salad | Americano | Pasta | Breakfast Sandwich | Latte,33.5
TX-003428,CUST-007,2025-10-18 22:58:07,Latte | Croissant | Americano,11.5
TX-003429,CUST-009,2025-10-19 00:56:32,Croissant | Breakfast Sandwich | Cake Slice,16.0
TX-003430,CUST-061,2025-10-19 05:59:01,Americano | Drip Coffee,5.5
TX-003431,CUST-008,2025-10-19 06:18:55,Salad | Breakfast Sandwich | Tea,18.0
TX-003432,CUST-013,2025-10-19 08:13:20,Salad | Cake Slice | Muffin | Breakfast Sandwich,24.0
TX-003433,CUST-054,2025-10-19 08:30:46,Drip Coffee | Tea,5.5
TX-003434,CUST-043,2025-10-19 09:04:12,Drip Coffee,2.5
TX-003435,CUST-027,2025-10-19 10:56:44,Pasta | Salad | Latte | Breakfast Sandwich | Drip Coffee,33.0
TX-003436,CUST-011,2025-10-19 14:06:07,Muffin | Breakfast Sandwich | Pasta,21.0
TX-003437,CUST-049,2025-10-19 23:05:04,Tea,3.0
TX-003438,CUST-102,2025-10-20 08:27:23,Breakfast Sandwich | Pasta,17.5
TX-003439,CUST-066,2025-10-20 08:48:05,Muffin | Americano,6.5
TX-003440,CUST-015,2025-10-20 09:26:52,Latte | Croissant | Americano | Pasta,22.5
TX-003441,CUST-019,2025-10-20 12:05:39,Croissant | Latte | Americano | Breakfast Sandwich,18.0
TX-003442,CUST-041,2025-10-20 16:19:48,Americano,3.0
TX-003443,CUST-019,2025-10-20 20:09:31,Muffin | Cake Slice | Salad | Drip Coffee | Croissant,24.0
TX-003444,CUST-069,2025-10-20 21:16:36,Tea,3.0
TX-003445,CUST-076,2025-10-20 21:46:55,Drip Coffee | Muffin,6.0
TX-003446,CUST-054,2025-10-21 07:29:07,Drip Coffee,2.5
TX-003447,CUST-075,2025-10-21 10:44:35,Tea | Muffin,6.5
TX-003448,CUST-035,2025-10-21 12:40:31,Breakfast Sandwich | Latte | Croissant,15.0
TX-003449,CUST-048,2025-10-21 14:20:23,Tea | Americano,6.0
TX-003450,CUST-066,2025-10-21 19:06:59,Tea,3.0
TX-003451,CUST-035,2025-10-21 20:07:39,Breakfast Sandwich | Croissant | Salad | Americano | Muffin,25.5
TX-003452,CUST-037,2025-10-21 23:01:24,Croissant | Breakfast Sandwich | Drip Coffee,13.0
TX-003453,CUST-013,2025-10-21 23:58:05,Croissant | Salad | Drip Coffee | Tea,18.0
TX-003454,CUST-103,2025-10-22 03:56:58,Breakfast Sandwich | Pasta | Cake Slice | Croissant,27.0
TX-003455,CUST-030,2025-10-22 16:22:34,Cake Slice | Muffin | Tea,12.0
TX-003456,CUST-014,2025-10-22 17:26:08,Salad | Pasta | Latte,24.0
TX-003457,CUST-063,2025-10-23 01:32:46,Muffin,3.5
TX-003458,CUST-048,2025-10-23 08:43:58,Muffin,3.5
TX-003459,CUST-008,2025-10-23 14:34:39,Breakfast Sandwich | Pasta | Drip Coffee,20.0
TX-003460,CUST-054,2025-10-23 15:34:44,Tea,3.0
TX-003461,CUST-009,2025-10-23 21:36:47,Americano | Latte | Salad,16.0
TX-003462,CUST-038,2025-10-23 22:47:02,Salad | Pasta | Latte | Tea,27.0
TX-003463,CUST-055,2025-10-24 01:20:15,Americano,3.0
TX-003464,CUST-030,2025-10-24 03:22:23,Croissant | Salad | Latte | Muffin,20.5
TX-003465,CUST-024,2025-10-24 10:57:20,Muffin | Pasta | Salad,23.0
TX-003466,CUST-101,2025-10-24 12:17:00,Latte | Salad,13.0
TX-003467,CUST-032,2025-10-24 13:04:55,Salad | Americano | Cake Slice | Breakfast Sandwich,23.5
TX-003468,CUST-075,2025-10-24 13:16:42,Drip Coffee | Tea,5.5
TX-003469,CUST-026,2025-10-24 14:56:35,Breakfast Sandwich | Americano | Salad,18.0
TX-003470,CUST-052,2025-10-24 15:44:48,Latte,4.5
TX-003471,CUST-030,2025-10-24 15:56:15,Americano | Salad | Croissant | Pasta | Drip Coffee,29.0
TX-003472,CUST-022,2025-10-24 21:24:40,Pasta | Croissant | Muffin,18.5
TX-003473,CUST-022,2025-10-24 22:20:43,Breakfast Sandwich | Pasta | Latte | Drip Coffee,24.5
TX-003474,CUST-037,2025-10-24 23:11:41,Latte | Americano | Cake Slice | Tea,16.0
TX-003475,CUST-013,2025-10-24 23:20:19,Americano | Salad | Latte | Muffin | Cake Slice,25.0
TX-003476,CUST-020,2025-10-25 01:24:04,Latte | Drip Coffee | Pasta | Cake Slice | Tea,26.5
TX-003477,CUST-016,2025-10-25 03:18:46,Breakfast Sandwich | Americano | Salad | Latte,22.5
TX-003478,CUST-094,2025-10-25 09:32:18,Pasta | Drip Coffee,13.5
TX-003479,CUST-004,2025-10-25 12:14:39,Latte | Pasta | Cake Slice,21.0
TX-003480,CUST-089,2025-10-25 13:47:09,Breakfast Sandwich | Salad | Pasta,26.0
TX-003481,CUST-067,2025-10-25 16:32:51,Americano | Latte,7.5
TX-003482,CUST-108,2025-10-25 17:25:00,Tea | Pasta | Latte,18.5
TX-003483,CUST-023,2025-10-25 18:16:31,Drip Coffee | Croissant | Salad | Latte | Cake Slice,25.0
TX-003484,CUST-094,2025-10-25 18:47:04,Breakfast Sandwich | Cake Slice | Latte | Muffin,20.0
TX-003485,CUST-085,2025-10-25 20:29:26,Salad | Breakfast Sandwich | Cake Slice | Croissant,24.5
TX-003486,CUST-037,2025-10-25 22:05:45,Muffin | Breakfast Sandwich | Pasta | Croissant | Tea,28.0
TX-003487,CUST-030,2025-10-25 23:40:34,Latte | Muffin | Breakfast Sandwich | Americano | Salad,26.0
TX-003488,CUST-050,2025-10-26 01:39:39,Drip Coffee,2.5
TX-003489,CUST-042,2025-10-26 07:24:04,Muffin | Drip Coffee,6.0
TX-003490,CUST-025,2025-10-26 15:23:15,Latte | Drip Coffee | Breakfast Sandwich,13.5
TX-003491,CUST-034,2025-10-26 16:51:55,Drip Coffee | Latte | Salad | Cake Slice | Croissant,25.0
TX-003492,CUST-025,2025-10-27 03:13:16,Cake Slice | Drip Coffee | Croissant | Breakfast Sandwich | Salad,27.0
TX-003493,CUST-009,2025-10-27 05:45:27,Salad | Americano | Latte | Drip Coffee,18.5
TX-003494,CUST-002,2025-10-27 07:26:49,Cake Slice | Latte | Muffin,13.5
TX-003495,CUST-013,2025-10-27 07:33:56,Americano | Breakfast Sandwich | Salad,18.0
TX-003496,CUST-017,2025-10-27 09:51:52,Cake Slice | Latte | Pasta | Croissant | Salad,33.5
TX-003497,CUST-004,2025-10-27 11:26:12,Latte | Drip Coffee | Cake Slice | Muffin,16.0
TX-003498,CUST-010,2025-10-27 15:47:32,Americano | Croissant | Cake Slice | Muffin | Latte,20.5
TX-003499,CUST-019,2025-10-27 16:47:30,Americano | Cake Slice | Breakfast Sandwich | Pasta,26.0
TX-003500,CUST-013,2025-10-27 17:38:27,Tea | Breakfast Sandwich | Drip Coffee,12.0
TX-003501,CUST-061,2025-10-27 18:26:44,Croissant,4.0
TX-003502,CUST-034,2025-10-27 19:09:43,Muffin | Latte | Americano,11.0
TX-003503,CUST-072,2025-10-27 20:53:03,Drip Coffee | Latte,7.0
TX-003504,CUST-020,2025-10-27 22:41:09,Breakfast Sandwich | Drip Coffee | Cake Slice | Latte,19.0
TX-003505,CUST-050,2025-10-27 23:15:15,Muffin | Americano,6.5
TX-003506,CUST-024,2025-10-27 23:44:53,Breakfast Sandwich | Latte | Croissant | Pasta | Muffin,29.5
TX-003507,CUST-001,2025-10-28 01:20:20,Americano | Pasta | Croissant,18.0
TX-003508,CUST-015,2025-10-28 02:27:33,Americano | Tea | Cake Slice,11.5
TX-003509,CUST-015,2025-10-28 03:58:46,Muffin | Latte | Breakfast Sandwich | Pasta,25.5
TX-003510,CUST-018,2025-10-28 05:31:47,Latte | Muffin | Drip Coffee,10.5
TX-003511,CUST-017,2025-10-28 09:52:10,Pasta | Salad | Americano | Breakfast Sandwich,29.0
TX-003512,CUST-072,2025-10-28 10:11:12,Cake Slice,5.5
TX-003513,CUST-102,2025-10-28 11:22:00,Salad | Breakfast Sandwich,15.0
TX-003514,CUST-063,2025-10-28 11:57:49,Muffin | Croissant,7.5
TX-003515,CUST-111,2025-10-28 12:48:51,Salad | Muffin | Drip Coffee | Tea,17.5
TX-003516,CUST-021,2025-10-28 18:25:00,Tea | Breakfast Sandwich | Latte,14.0
TX-003517,CUST-057,2025-10-28 23:13:54,Americano,3.0
TX-003518,CUST-066,2025-10-29 09:48:23,Drip Coffee | Muffin,6.0
TX-003519,CUST-019,2025-10-29 09:48:28,Pasta | Breakfast Sandwich | Tea,20.5
TX-003520,CUST-038,2025-10-29 10:19:39,Latte | Muffin | Croissant,12.0
TX-003521,CUST-055,2025-10-29 13:45:38,Americano | Latte,7.5
TX-003522,CUST-005,2025-10-29 15:26:55,Pasta | Muffin | Cake Slice | Salad | Latte,33.0
TX-003523,CUST-035,2025-10-29 15:27:11,Breakfast Sandwich | Muffin | Latte,14.5
